word	idx	context	definition	domain	hypernym
swing	7	it took time to get into the swing of things	a state of steady vigorous action that is characteristic of an activity	0	['action', 'activity', 'activeness']
concoction	6	he volunteered to taste her latest concoction	an occurrence of an unusual mixture	0	['mix', 'mixture']
bellini	8	Although the young Victoria has a passion for Bellini ( she is seen attending a performance of I Puritani ) , and is deeply fond of her uncle , King William IV ( Jim Broadbent ) and aunt , Queen Adelaide ( Harriet Walter ) , she has no true friends .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
manhattan	30	The story of the Green Thumb gardens itself is inspiring with people claiming back derelict spaces and looking after them as a grassroots way of dealing with social problems . Manhattan is everything you ever dreamed it would be . If you hate cities then you will likely hate Manhattan , but if you love cities then you will be swept off your feet by the melting pot of urban culture .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
gradient	4	If you want the gradient on top of the image , put it first and you 'll probably want to us RGBa so you can see the image behind .	In vector calculus, the gradient of a scalar-valued differentiable function f of several variables, is the vector field, or more simply a vector-valued function, whose value at a point p is the vector whose components are the partial derivatives of f at p.	3	['mathematical_operator']
ingenuity	5	Poverty is the mother of ingenuity .	the power of creative imagination	0	['creativity', 'creativeness', 'creative_thinking']
nose	6	She has a cold in the nose .	a symbol of inquisitiveness	0	['symbol']
dash	6	he is preparing for the 100-yard dash	distinctive and stylish elegance	0	['elegance']
chance	7	we ran into each other by pure chance	a measure of how likely it is that some event will occur; a number expressing the ratio of favorable cases to the whole number of cases possible	0	['measure', 'quantity', 'amount']
manhattan	54	In honor of the holiday , a reprint of a post last year : I was in Boston a week or so ago and after getting accosted by Occupy Boston I stopped into one of the many Boylston Street brunch joints for an Irish Breakfast and ( what else for breakfast ? ) a Manhattan . I snagged a seat at a window table where I could blog and also people-watch and camped for two hours .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
manhattan	40	Prices and specials are good -- $ 4 well drinks , $ 4 `` Lowlifes '' ( i.e , a shot and a can of PBR ) , and $ 9 specialty drinks , which are jumbo-yet-well-made cocktails like the Manhattan and the Sazerac .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
entrance	1	Her entrance attracted no attention whatsoever .	the act of entering	0	['arrival']
center	1	Convention center	a place where some particular activity is concentrated	0	['place', 'property']
congener	7	the American shopkeeper differs from his European congener	a whole (a thing or person) of the same kind or category as another	0	['whole', 'unit']
color	4	she used a different color for the trim	a race with skin pigmentation different from the white race (especially Blacks)	0	['race']
value	1	The value of a crotchet is twice that of a quaver .	an ideal accepted by some individual or group	0	['ideal']
heartland	4	It was in the heartland of the French wine growing areas .	the central region of a country or continent; especially a region that is important to a country or to a culture	0	['region']
insufficiency	7	The troops went hungry because of the insufficiency of their supplies .	a lack of competence	0	['failing', 'weakness']
flight	1	Take flight	a flock of flying birds	0	['flock']
daemon	2	Creating a daemon in Linux uses a specific set of rules in a given order .	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
amygdala	0	Amygdala Records presents DubCember .	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
tone	4	a clergyman improved the tone of the meeting	a steady sound without overtones	0	['sound', 'auditory_sensation']
vesper	21	I 'd been using Tanqueray/Stoli/Lillet or Bombay/Ciroc/Lillet and while the results were fine , they lacked the transcendent awesomeness of the Vespers I had been served at Alamo Draft House and 2941 .	The Vesper or Vesper Martini is a cocktail that was originally made of gin, vodka, and Kina Lillet.	2	['cocktail']
dengue	2	Having had dengue in New Delhi in 1984 , I know why they call it break bone fever . The pain was so over the top I went unconscious , oddly in my knees , delirium for hours , lost 15 pounds in a couple of days .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	1	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']
